,gene_name,GO_index,bnumber,go_name
15991,yihV,GO:1902777,b3883,6-sulfoquinovose(1-) catabolic process
15992,yihV,GO:0061594,b3883,6-deoxy-6-sulfofructose kinase activity
15993,yihV,GO:0046835,b3883,carbohydrate phosphorylation
15994,yhgH,GO:0015976,b3413,carbon utilization
15995,yhgH,GO:0006308,b3413,DNA catabolic process
15996,ispH,GO:0005829,b0029,cytosol
15997,ispH,GO:0005829,b0029,cytosol
15998,ispH,GO:0019288,b0029,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
15999,ispH,GO:0051538,b0029,"3 iron, 4 sulfur cluster binding"
16000,ispH,GO:0042380,b0029,hydroxymethylbutenyl pyrophosphate reductase activity
16001,ppiB,GO:0005515,b0525,protein binding
16002,ppiB,GO:0005515,b0525,protein binding
16003,ppiB,GO:0005515,b0525,protein binding
16004,ppiB,GO:0005829,b0525,cytosol
16005,ppiB,GO:0005829,b0525,cytosol
16006,ppiB,GO:0005829,b0525,cytosol
16007,ppiB,GO:0003755,b0525,peptidyl-prolyl cis-trans isomerase activity
16008,rluA,GO:0031119,b0058,tRNA pseudouridine synthesis
16009,rluA,GO:0000455,b0058,enzyme-directed rRNA pseudouridine synthesis
16010,rluA,GO:0009982,b0058,pseudouridine synthase activity
16011,seqA,GO:0009314,b0687,response to radiation
16012,seqA,GO:0007062,b0687,sister chromatid cohesion
16013,seqA,GO:0051289,b0687,protein homotetramerization
16014,seqA,GO:1990097,b0687,SeqA-DNA complex
16015,seqA,GO:0090143,b0687,nucleoid organization
16016,seqA,GO:0044729,b0687,hemi-methylated DNA-binding
16017,seqA,GO:0003688,b0687,DNA replication origin binding
16018,seqA,GO:0010385,b0687,double-stranded methylated DNA binding
16019,seqA,GO:0005829,b0687,cytosol
16020,seqA,GO:0005515,b0687,protein binding
16021,seqA,GO:0005515,b0687,protein binding
16022,seqA,GO:0042802,b0687,identical protein binding
16023,seqA,GO:0042802,b0687,identical protein binding
16024,seqA,GO:0042802,b0687,identical protein binding
16025,seqA,GO:0032297,b0687,negative regulation of DNA-dependent DNA replication initiation
16026,seqA,GO:0032297,b0687,negative regulation of DNA-dependent DNA replication initiation
16027,potB,GO:0015595,b1125,spermidine-importing ATPase activity
16028,potB,GO:0043190,b1125,ATP-binding cassette (ABC) transporter complex
16029,potB,GO:0005887,b1125,integral component of plasma membrane
16030,potB,GO:1903711,b1125,spermidine transmembrane transport
16031,potB,GO:1903711,b1125,spermidine transmembrane transport
16032,potB,GO:0015847,b1125,putrescine transport
16033,potB,GO:0005886,b1125,plasma membrane
16034,srlR,GO:0005515,b2707,protein binding
16035,srlR,GO:0005515,b2707,protein binding
16036,srlR,GO:0005515,b2707,protein binding
16037,srlR,GO:0005515,b2707,protein binding
16038,srlR,GO:0005515,b2707,protein binding
16039,srlR,GO:0045892,b2707,"negative regulation of transcription, DNA-templated"
16040,citG,GO:0051191,b0613,prosthetic group biosynthetic process
16041,citG,GO:0046917,b0613,triphosphoribosyl-dephospho-CoA synthase activity
16042,uspA,GO:0042802,b3495,identical protein binding
16043,uspA,GO:0042802,b3495,identical protein binding
16044,uspA,GO:0016020,b3495,membrane
16045,gsiB,GO:0034635,b0830,glutathione transport
16046,gsiB,GO:0030288,b0830,outer membrane-bounded periplasmic space
16047,gsiB,GO:0030288,b0830,outer membrane-bounded periplasmic space
16048,gsiB,GO:0030288,b0830,outer membrane-bounded periplasmic space
16049,yecN,GO:0005886,b1869,plasma membrane
16050,murF,GO:0008766,b0086,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity"
16051,murF,GO:0005829,b0086,cytosol
16052,murF,GO:0047480,b0086,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity
16053,murF,GO:0009252,b0086,peptidoglycan biosynthetic process
16054,glpT,GO:0005886,b2240,plasma membrane
16055,glpT,GO:0005886,b2240,plasma membrane
16056,glpT,GO:0005886,b2240,plasma membrane
16057,glpT,GO:0015527,b2240,glycerol-phosphate:inorganic phosphate antiporter activity
16058,glpT,GO:0015315,b2240,organophosphate:inorganic phosphate antiporter activity
16059,glpT,GO:0015794,b2240,glycerol-3-phosphate transport
16060,glpT,GO:0015793,b2240,glycerol transport
16061,ariR,GO:0042542,b1166,response to hydrogen peroxide
16062,ariR,GO:0003677,b1166,DNA binding
16063,xdhA,GO:0004854,b2866,xanthine dehydrogenase activity
16064,bisC,GO:0033744,b3551,L-methionine:thioredoxin-disulfide S-oxidoreductase activity
16065,bisC,GO:0030151,b3551,molybdenum ion binding
16066,metQ,GO:0005515,b0197,protein binding
16067,metQ,GO:0005515,b0197,protein binding
16068,metQ,GO:0048473,b0197,D-methionine transport
16069,metQ,GO:0055052,b0197,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
16070,metQ,GO:0046658,b0197,anchored component of plasma membrane
16071,metQ,GO:0015821,b0197,methionine transport
16072,metQ,GO:0015821,b0197,methionine transport
16073,metQ,GO:0030288,b0197,outer membrane-bounded periplasmic space
16074,setA,GO:0036448,b0070,cellular response to glucose-phosphate stress
16075,setA,GO:0036448,b0070,cellular response to glucose-phosphate stress
16076,setA,GO:0005886,b0070,plasma membrane
16077,setA,GO:0016021,b0070,integral component of membrane
16078,php,GO:0008270,b3379,zinc ion binding
16079,etk,GO:0042802,b0981,identical protein binding
16080,etk,GO:0038083,b0981,peptidyl-tyrosine autophosphorylation
16081,etk,GO:0005886,b0981,plasma membrane
16082,etk,GO:0016021,b0981,integral component of membrane
16083,etk,GO:0004713,b0981,protein tyrosine kinase activity
16084,phnI,GO:1904176,b4099,carbon phosphorus lyase complex
16085,phnI,GO:0061694,b4099,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex
16086,phnI,GO:0005515,b4099,protein binding
16087,phnI,GO:0005515,b4099,protein binding
16088,phnI,GO:0005515,b4099,protein binding
16089,phnI,GO:0005515,b4099,protein binding
16090,phnI,GO:0061693,b4099,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity
16091,phnI,GO:0019700,b4099,organic phosphonate catabolic process
16094,ccmD,GO:0005887,b2198,integral component of plasma membrane
16095,ccmD,GO:0031235,b2198,intrinsic component of the cytoplasmic side of the plasma membrane
16096,ccmD,GO:0005515,b2198,protein binding
16097,ccmD,GO:0005515,b2198,protein binding
16098,ccmD,GO:0005515,b2198,protein binding
16099,ccmD,GO:0005515,b2198,protein binding
16100,ccmD,GO:0015886,b2198,heme transport
16106,melR,GO:0006355,b4118,"regulation of transcription, DNA-templated"
16107,melR,GO:0003677,b4118,DNA binding
16108,rluB,GO:0005829,b1269,cytosol
16109,rluB,GO:0005515,b1269,protein binding
16110,rluB,GO:0005515,b1269,protein binding
16111,rluB,GO:0005515,b1269,protein binding
16112,rluB,GO:0005515,b1269,protein binding
16113,rluB,GO:0005515,b1269,protein binding
16114,rluB,GO:0005515,b1269,protein binding
16115,rluB,GO:0000455,b1269,enzyme-directed rRNA pseudouridine synthesis
16116,rluB,GO:0009982,b1269,pseudouridine synthase activity
16117,pgsA,GO:0005886,b1912,plasma membrane
16118,pgsA,GO:0005886,b1912,plasma membrane
16119,yafU,GO:0005886,b0218,plasma membrane
16120,cusS,GO:0023014,b0570,signal transduction by protein phosphorylation
16121,cusS,GO:0071280,b0570,cellular response to copper ion
16122,cusS,GO:0071292,b0570,cellular response to silver ion
16123,cusS,GO:0005886,b0570,plasma membrane
16124,cusS,GO:0016021,b0570,integral component of membrane
16125,cusS,GO:0000155,b0570,phosphorelay sensor kinase activity
16126,trpS,GO:0006436,b3384,tryptophanyl-tRNA aminoacylation
16127,trpS,GO:0005829,b3384,cytosol
16128,trpS,GO:0005829,b3384,cytosol
16129,trpS,GO:0005829,b3384,cytosol
16130,trpS,GO:0004830,b3384,tryptophan-tRNA ligase activity
16131,alsC,GO:0043190,b4086,ATP-binding cassette (ABC) transporter complex
16132,alsC,GO:0015593,b4086,allose transmembrane transporter activity
16133,alsC,GO:0015754,b4086,allose transport
16134,alsC,GO:0005887,b4086,integral component of plasma membrane
16135,alsC,GO:0005886,b4086,plasma membrane
16136,gatC,GO:0090584,b2092_1,protein-phosphocysteine-galactitol-phosphotransferase system transporter activity
16137,gatC,GO:0005887,b2092_1,integral component of plasma membrane
16138,gatC,GO:0015796,b2092_1,galactitol transport
16139,gatC,GO:0005886,b2092_1,plasma membrane
16140,gatC,GO:0009401,b2092_1,phosphoenolpyruvate-dependent sugar phosphotransferase system
16141,zipA,GO:0005886,b2412,plasma membrane
16142,zipA,GO:0005515,b2412,protein binding
16143,zipA,GO:0005515,b2412,protein binding
16144,zipA,GO:0005515,b2412,protein binding
16145,zipA,GO:0005515,b2412,protein binding
16146,zipA,GO:0005515,b2412,protein binding
16147,rlmE,GO:0000027,b3179,ribosomal large subunit assembly
16148,rlmE,GO:0005829,b3179,cytosol
16149,rlmE,GO:0000453,b3179,enzyme-directed rRNA 2'-O-methylation
16150,rlmE,GO:0008650,b3179,rRNA (uridine-2'-O-)-methyltransferase activity
16151,yqeJ,GO:0005887,b2848,integral component of plasma membrane
16152,manX,GO:0098708,b1817,glucose import across plasma membrane
16153,manX,GO:0015761,b1817,mannose transport
16154,manX,GO:0032445,b1817,fructose import
16155,manX,GO:0032445,b1817,fructose import
16156,manX,GO:0015764,b1817,N-acetylglucosamine transport
16157,manX,GO:0005829,b1817,cytosol
16158,manX,GO:0005829,b1817,cytosol
16159,manX,GO:0022870,b1817,protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity
16160,manX,GO:0005887,b1817,integral component of plasma membrane
16161,manX,GO:0016301,b1817,kinase activity
16162,manX,GO:0016020,b1817,membrane
16163,manX,GO:0005737,b1817,cytoplasm
16164,manX,GO:0009401,b1817,phosphoenolpyruvate-dependent sugar phosphotransferase system
16165,ampE,GO:0005887,b0111,integral component of plasma membrane
16166,ampE,GO:0005887,b0111,integral component of plasma membrane
16167,ampE,GO:0005886,b0111,plasma membrane
16168,ampE,GO:0005886,b0111,plasma membrane
16169,ampE,GO:0005886,b0111,plasma membrane
16170,tusC,GO:0002143,b3344,tRNA wobble position uridine thiolation
16171,tusC,GO:1990228,b3344,sulfurtransferase complex
16172,thrA,GO:0004412,b0002,homoserine dehydrogenase activity
16173,thrA,GO:0004072,b0002,aspartate kinase activity
16174,thrA,GO:0009089,b0002,lysine biosynthetic process via diaminopimelate
16175,thrA,GO:0009090,b0002,homoserine biosynthetic process
16176,osmC,GO:0006972,b1482,hyperosmotic response
16177,osmC,GO:0033194,b1482,response to hydroperoxide
16178,osmC,GO:0005829,b1482,cytosol
16179,osmC,GO:0005829,b1482,cytosol
16180,osmC,GO:0006979,b1482,response to oxidative stress
16181,osmC,GO:0051920,b1482,peroxiredoxin activity
16182,osmC,GO:0004601,b1482,peroxidase activity
16183,hybD,GO:0016485,b2993,protein processing
16184,rhtA,GO:0015565,b0813,threonine efflux transmembrane transporter activity
16185,rhtA,GO:0005886,b0813,plasma membrane
16188,tusE,GO:0097163,b0969,sulfur carrier activity
16189,tusE,GO:0002143,b0969,tRNA wobble position uridine thiolation
16190,speF,GO:0030170,b0693,pyridoxal phosphate binding
16191,speF,GO:0004586,b0693,ornithine decarboxylase activity
16192,tig,GO:0043335,b0436,protein unfolding
16193,tig,GO:0043335,b0436,protein unfolding
16194,tig,GO:0061077,b0436,chaperone-mediated protein folding
16195,tig,GO:0061077,b0436,chaperone-mediated protein folding
16196,tig,GO:0061077,b0436,chaperone-mediated protein folding
16197,tig,GO:0009408,b0436,response to heat
16198,tig,GO:0042802,b0436,identical protein binding
16199,tig,GO:0043022,b0436,ribosome binding
16200,tig,GO:0043022,b0436,ribosome binding
16201,tig,GO:0043022,b0436,ribosome binding
16202,tig,GO:0043022,b0436,ribosome binding
16203,tig,GO:0044183,b0436,protein binding involved in protein folding
16204,tig,GO:0044183,b0436,protein binding involved in protein folding
16205,tig,GO:0016020,b0436,membrane
16206,tig,GO:0005829,b0436,cytosol
16207,tig,GO:0005829,b0436,cytosol
16208,tig,GO:0051083,b0436,'de novo' cotranslational protein folding
16209,tig,GO:0005515,b0436,protein binding
16210,tig,GO:0005515,b0436,protein binding
16211,tig,GO:0005515,b0436,protein binding
16212,tig,GO:0005515,b0436,protein binding
16213,tig,GO:0005515,b0436,protein binding
16214,tig,GO:0005515,b0436,protein binding
16215,tig,GO:0005515,b0436,protein binding
16216,tig,GO:0003755,b0436,peptidyl-prolyl cis-trans isomerase activity
16217,tig,GO:0003755,b0436,peptidyl-prolyl cis-trans isomerase activity
16218,waaG,GO:0008919,b3631,lipopolysaccharide glucosyltransferase I activity
16219,waaG,GO:0008919,b3631,lipopolysaccharide glucosyltransferase I activity
16220,waaG,GO:0008919,b3631,lipopolysaccharide glucosyltransferase I activity
16221,waaG,GO:0008919,b3631,lipopolysaccharide glucosyltransferase I activity
16222,waaG,GO:0009244,b3631,lipopolysaccharide core region biosynthetic process
16223,fliJ,GO:0005515,b1942,protein binding
16224,fliJ,GO:0005515,b1942,protein binding
16225,ybcL,GO:0030288,b0545,outer membrane-bounded periplasmic space
16226,ybcL,GO:0004857,b0545,enzyme inhibitor activity
16227,yicJ,GO:0005886,b3657,plasma membrane
16228,bhsA,GO:0046688,b1112,response to copper ion
16229,bhsA,GO:0046688,b1112,response to copper ion
16230,bhsA,GO:0009279,b1112,cell outer membrane
16231,malF,GO:1990060,b4033,maltose transport complex
16232,malF,GO:1990060,b4033,maltose transport complex
16233,malF,GO:0005887,b4033,integral component of plasma membrane
16234,malF,GO:0005887,b4033,integral component of plasma membrane
16235,malF,GO:0005887,b4033,integral component of plasma membrane
16236,malF,GO:0005515,b4033,protein binding
16237,malF,GO:0005515,b4033,protein binding
16238,malF,GO:0005515,b4033,protein binding
16239,malF,GO:0005515,b4033,protein binding
16240,malF,GO:0005515,b4033,protein binding
16241,malF,GO:0005515,b4033,protein binding
16242,malF,GO:0005515,b4033,protein binding
16243,malF,GO:0005515,b4033,protein binding
16244,malF,GO:0016020,b4033,membrane
16245,malF,GO:0005886,b4033,plasma membrane
16246,malF,GO:0005886,b4033,plasma membrane
16247,malF,GO:0005886,b4033,plasma membrane
16248,malF,GO:0043190,b4033,ATP-binding cassette (ABC) transporter complex
16249,malF,GO:0015768,b4033,maltose transport
16250,malF,GO:0042956,b4033,maltodextrin transport
16251,malF,GO:0015423,b4033,maltose-transporting ATPase activity
16252,syd,GO:0043254,b2793,regulation of protein complex assembly
16253,syd,GO:0005515,b2793,protein binding
16254,syd,GO:0031234,b2793,extrinsic component of cytoplasmic side of plasma membrane
16255,syd,GO:0005737,b2793,cytoplasm
16256,yrdA,GO:0042802,b3279,identical protein binding
16257,yrdA,GO:0070207,b3279,protein homotrimerization
16258,yrdA,GO:0005829,b3279,cytosol
16259,yrdA,GO:0008270,b3279,zinc ion binding
16260,sucA,GO:0000287,b0726,magnesium ion binding
16261,sucA,GO:0042802,b0726,identical protein binding
16262,sucA,GO:0042802,b0726,identical protein binding
16263,sucA,GO:0005515,b0726,protein binding
16264,sucA,GO:0005515,b0726,protein binding
16265,sucA,GO:0005515,b0726,protein binding
16266,sucA,GO:0005515,b0726,protein binding
16267,sucA,GO:0030976,b0726,thiamine pyrophosphate binding
16268,sucA,GO:0005829,b0726,cytosol
16269,sucA,GO:0005829,b0726,cytosol
16270,sucA,GO:0004591,b0726,oxoglutarate dehydrogenase (succinyl-transferring) activity
16271,umpH,GO:0005829,b0675,cytosol
16272,umpH,GO:0046050,b0675,UMP catabolic process
16273,umpH,GO:0000287,b0675,magnesium ion binding
16274,umpH,GO:0008253,b0675,5'-nucleotidase activity
16275,umpH,GO:0008253,b0675,5'-nucleotidase activity
16276,artJ,GO:0097638,b0860,L-arginine import across plasma membrane
16277,artJ,GO:0030288,b0860,outer membrane-bounded periplasmic space
16278,artJ,GO:0034618,b0860,arginine binding
16279,nlpD,GO:0051345,b2742,positive regulation of hydrolase activity
16280,nlpD,GO:0009279,b2742,cell outer membrane
16281,nlpD,GO:0009279,b2742,cell outer membrane
16282,nlpD,GO:0042493,b2742,response to drug
16283,ybfF,GO:0005829,b0686,cytosol
16284,ybfF,GO:0005829,b0686,cytosol
16285,ybfF,GO:0052689,b0686,carboxylic ester hydrolase activity
16286,ybfF,GO:0016790,b0686,thiolester hydrolase activity
16287,nupC,GO:0015858,b2393,nucleoside transport
16288,nupC,GO:0015858,b2393,nucleoside transport
16289,nupC,GO:0015506,b2393,nucleoside:proton symporter activity
16290,nupC,GO:0005887,b2393,integral component of plasma membrane
16291,nupC,GO:0005886,b2393,plasma membrane
16292,nupC,GO:0005886,b2393,plasma membrane
16294,yjiH,GO:0005886,b4330,plasma membrane
16295,thiI,GO:0005829,b0423,cytosol
16296,thiI,GO:0002937,b0423,tRNA 4-thiouridine biosynthesis
16297,thiI,GO:0000049,b0423,tRNA binding
16298,thiI,GO:0009228,b0423,thiamine biosynthetic process
16299,bamE,GO:1990063,b2617,Bam protein complex
16300,bamE,GO:1990063,b2617,Bam protein complex
16301,bamE,GO:0042802,b2617,identical protein binding
16302,bamE,GO:0042802,b2617,identical protein binding
16303,bamE,GO:0005515,b2617,protein binding
16304,bamE,GO:0005515,b2617,protein binding
16305,bamE,GO:0046677,b2617,response to antibiotic
16306,bamE,GO:0043165,b2617,Gram-negative-bacterium-type cell outer membrane assembly
16307,bamE,GO:0043165,b2617,Gram-negative-bacterium-type cell outer membrane assembly
16308,bamE,GO:0051205,b2617,protein insertion into membrane
16309,bamE,GO:0051205,b2617,protein insertion into membrane
16310,bamE,GO:0030674,b2617,"protein binding, bridging"
16311,ymdB,GO:0060702,b1045,negative regulation of endoribonuclease activity
16312,ymdB,GO:0060698,b1045,endoribonuclease inhibitor activity
16313,ymdB,GO:1900231,b1045,regulation of single-species biofilm formation on inanimate substrate
16314,ymdB,GO:0061463,b1045,O-acetyl-ADP-ribose deacetylase activity
16315,ymdB,GO:0019899,b1045,enzyme binding
16316,ygdG,GO:0005515,b2798,protein binding
16317,ygdG,GO:0033567,b2798,"DNA replication, Okazaki fragment processing"
16318,ygdG,GO:0030955,b2798,potassium ion binding
16319,ygdG,GO:0017108,b2798,5'-flap endonuclease activity
16320,ygdG,GO:0000287,b2798,magnesium ion binding
16321,ygdG,GO:0003677,b2798,DNA binding
16322,yfdH,GO:0005515,b2351,protein binding
16323,yfdH,GO:0005886,b2351,plasma membrane
16324,yfdH,GO:0005886,b2351,plasma membrane
16325,glxR,GO:0008679,b0509,2-hydroxy-3-oxopropionate reductase activity
16326,glxR,GO:0009436,b0509,glyoxylate catabolic process
16327,glxR,GO:0009442,b0509,allantoin assimilation pathway
16328,sdaA,GO:0005515,b1814,protein binding
16329,sdaA,GO:0005829,b1814,cytosol
16330,sdaA,GO:0006565,b1814,L-serine catabolic process
16331,sdaA,GO:0003941,b1814,L-serine ammonia-lyase activity
16332,yhdX,GO:0005886,b3269,plasma membrane
16333,yobF,GO:0036460,b1824,cellular response to cell envelope stress
16334,yobF,GO:0097533,b1824,cellular stress response to acid chemical
16335,yobF,GO:0034605,b1824,cellular response to heat
16336,symE,GO:0009432,b4347,SOS response
16337,symE,GO:0006402,b4347,mRNA catabolic process
16338,groS,GO:1990220,b4142,GroEL-GroES complex
16339,groS,GO:0051085,b4142,chaperone cofactor-dependent protein refolding
16340,groS,GO:0006457,b4142,protein folding
16341,groS,GO:0006457,b4142,protein folding
16342,groS,GO:0042802,b4142,identical protein binding
16343,groS,GO:0042802,b4142,identical protein binding
16344,groS,GO:0042802,b4142,identical protein binding
16345,groS,GO:0005829,b4142,cytosol
16346,groS,GO:0005829,b4142,cytosol
16347,groS,GO:0005829,b4142,cytosol
16348,groS,GO:0005515,b4142,protein binding
16349,groS,GO:0005515,b4142,protein binding
16350,groS,GO:0005515,b4142,protein binding
16351,groS,GO:0005515,b4142,protein binding
16352,groS,GO:0005515,b4142,protein binding
16353,groS,GO:0005515,b4142,protein binding
16354,groS,GO:0005515,b4142,protein binding
16355,groS,GO:0005515,b4142,protein binding
16356,groS,GO:0005515,b4142,protein binding
16357,groS,GO:0005515,b4142,protein binding
16358,groS,GO:0005515,b4142,protein binding
16359,groS,GO:0005515,b4142,protein binding
16360,groS,GO:0005515,b4142,protein binding
16361,groS,GO:0005515,b4142,protein binding
16362,groS,GO:0005515,b4142,protein binding
16363,groS,GO:0005515,b4142,protein binding
16364,casA,GO:0008270,b2760,zinc ion binding
16365,casA,GO:0005515,b2760,protein binding
16366,casA,GO:0005515,b2760,protein binding
16367,casA,GO:0003677,b2760,DNA binding
16368,casA,GO:0051607,b2760,defense response to virus
16369,casA,GO:0032991,b2760,macromolecular complex
16370,casA,GO:0032991,b2760,macromolecular complex
16371,casA,GO:0003723,b2760,RNA binding
16372,casA,GO:0003723,b2760,RNA binding
16373,mqo,GO:0005829,b2210,cytosol
16374,mqo,GO:0050660,b2210,flavin adenine dinucleotide binding
16375,mqo,GO:0009898,b2210,cytoplasmic side of plasma membrane
16376,mqo,GO:0008924,b2210,malate dehydrogenase (quinone) activity
16377,dppB,GO:0035442,b3543,dipeptide transmembrane transport
16378,dppB,GO:0071916,b3543,dipeptide transmembrane transporter activity
16379,dppB,GO:0015886,b3543,heme transport
16380,dppB,GO:0015886,b3543,heme transport
16381,dppB,GO:0055052,b3543,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
16382,dppB,GO:0005887,b3543,integral component of plasma membrane
16383,dppB,GO:0005886,b3543,plasma membrane
16384,dppB,GO:0005886,b3543,plasma membrane
16385,nrfC,GO:0042279,b4072,"nitrite reductase (cytochrome, ammonia-forming) activity"
16386,nrfC,GO:0005887,b4072,integral component of plasma membrane
16387,nrfC,GO:0019645,b4072,anaerobic electron transport chain
16388,nrfC,GO:0051539,b4072,"4 iron, 4 sulfur cluster binding"
16389,argG,GO:0042802,b3172,identical protein binding
16390,argG,GO:0005515,b3172,protein binding
16391,argG,GO:0005515,b3172,protein binding
16392,argG,GO:0005829,b3172,cytosol
16393,argG,GO:0005829,b3172,cytosol
16394,mutL,GO:0042802,b4170,identical protein binding
16395,mutL,GO:0042802,b4170,identical protein binding
16396,mutL,GO:0042802,b4170,identical protein binding
16397,mutL,GO:0005515,b4170,protein binding
16398,mutL,GO:0005515,b4170,protein binding
16399,mutL,GO:0005515,b4170,protein binding
16400,mutL,GO:0005515,b4170,protein binding
16401,mutL,GO:0005515,b4170,protein binding
16402,mutL,GO:0005515,b4170,protein binding
16403,mutL,GO:0005515,b4170,protein binding
16404,mutL,GO:0005515,b4170,protein binding
16405,mutL,GO:0005515,b4170,protein binding
16406,mutL,GO:0005515,b4170,protein binding
16407,mutL,GO:0005515,b4170,protein binding
16408,mutL,GO:0005515,b4170,protein binding
16409,mutL,GO:0005515,b4170,protein binding
16410,fumA,GO:0042802,b1612,identical protein binding
16411,fumA,GO:0042802,b1612,identical protein binding
16412,fumA,GO:0050163,b1612,oxaloacetate tautomerase activity
16413,fumA,GO:0005829,b1612,cytosol
16414,fumA,GO:0051539,b1612,"4 iron, 4 sulfur cluster binding"
16415,fumA,GO:0004333,b1612,fumarate hydratase activity
16416,fumA,GO:0004333,b1612,fumarate hydratase activity
16417,fumA,GO:0006099,b1612,tricarboxylic acid cycle
16418,fumA,GO:0006099,b1612,tricarboxylic acid cycle
16419,tar,GO:1901875,b1886,positive regulation of post-translational protein modification
16420,tar,GO:0098561,b1886,methyl accepting chemotaxis protein complex
16421,tar,GO:0098561,b1886,methyl accepting chemotaxis protein complex
16422,tar,GO:0071230,b1886,cellular response to amino acid stimulus
16423,tar,GO:0051260,b1886,protein homooligomerization
16424,tar,GO:0050920,b1886,regulation of chemotaxis
16425,tar,GO:0009593,b1886,detection of chemical stimulus
16426,tar,GO:0007172,b1886,signal complex assembly
16427,tar,GO:0043424,b1886,protein histidine kinase binding
16428,tar,GO:0005887,b1886,integral component of plasma membrane
16429,tar,GO:0005887,b1886,integral component of plasma membrane
16430,tar,GO:0005887,b1886,integral component of plasma membrane
16431,tar,GO:0005887,b1886,integral component of plasma membrane
16432,tar,GO:0005887,b1886,integral component of plasma membrane
16433,tar,GO:0005887,b1886,integral component of plasma membrane
16434,tar,GO:0004888,b1886,transmembrane signaling receptor activity
16435,tar,GO:0005515,b1886,protein binding
16436,tar,GO:0005515,b1886,protein binding
16437,tar,GO:0005515,b1886,protein binding
16438,tar,GO:0005515,b1886,protein binding
16439,tar,GO:0005515,b1886,protein binding
16440,tar,GO:0006935,b1886,chemotaxis
16441,yjhH,GO:0047440,b4298,2-dehydro-3-deoxy-D-pentonate aldolase activity
16442,yjhH,GO:0046176,b4298,aldonic acid catabolic process
16443,pgaB,GO:0031246,b1023,intrinsic component of periplasmic side of cell outer membrane
16444,pgaB,GO:0031246,b1023,intrinsic component of periplasmic side of cell outer membrane
16445,pgaB,GO:0098732,b1023,macromolecule deacylation
16446,pgaB,GO:0098732,b1023,macromolecule deacylation
16447,pgaB,GO:0016810,b1023,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
16448,pgaB,GO:0016810,b1023,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
16449,rpsR,GO:0005829,b4202,cytosol
16450,rpsR,GO:0005515,b4202,protein binding
16451,rpsR,GO:0005515,b4202,protein binding
16452,rpsR,GO:0070181,b4202,small ribosomal subunit rRNA binding
16453,rpsR,GO:0048027,b4202,mRNA 5'-UTR binding
16454,rpsR,GO:0003735,b4202,structural constituent of ribosome
16455,rpsR,GO:0022627,b4202,cytosolic small ribosomal subunit
16456,yfcO,GO:0005829,b2332,cytosol
16457,yjjJ,GO:0003677,b4385,DNA binding
16476,yhbW,GO:0005829,b3160,cytosol
16477,lpp,GO:0005515,b1677,protein binding
16478,lpp,GO:0005515,b1677,protein binding
16479,lpp,GO:0005515,b1677,protein binding
16480,lpp,GO:0030258,b1677,lipid modification
16481,lpp,GO:0008289,b1677,lipid binding
16482,lpp,GO:0042802,b1677,identical protein binding
16483,lpp,GO:0042802,b1677,identical protein binding
16484,lpp,GO:0045203,b1677,integral component of cell outer membrane
16485,lpp,GO:0042834,b1677,peptidoglycan binding
16486,lpp,GO:0042834,b1677,peptidoglycan binding
16487,lpp,GO:0042834,b1677,peptidoglycan binding
16488,lpp,GO:0009279,b1677,cell outer membrane
16489,lpp,GO:0016020,b1677,membrane
16490,lpp,GO:0009279,b1677,cell outer membrane
16491,norV,GO:0016661,b2710,"oxidoreductase activity, acting on other nitrogenous compounds as donors"
16492,norV,GO:0046210,b2710,nitric oxide catabolic process
16493,norV,GO:0071731,b2710,response to nitric oxide
16494,norV,GO:0042802,b2710,identical protein binding
16495,norV,GO:0042802,b2710,identical protein binding
16496,norV,GO:0051289,b2710,protein homotetramerization
16497,norV,GO:0010181,b2710,FMN binding
16498,norV,GO:0009055,b2710,electron transfer activity
16499,norV,GO:0005506,b2710,iron ion binding
16500,bioA,GO:0030170,b0774,pyridoxal phosphate binding
16501,bioA,GO:0030170,b0774,pyridoxal phosphate binding
16502,bioA,GO:0004015,b0774,adenosylmethionine-8-amino-7-oxononanoate transaminase activity
16503,bioA,GO:0004015,b0774,adenosylmethionine-8-amino-7-oxononanoate transaminase activity
16504,bioA,GO:0009102,b0774,biotin biosynthetic process
16505,bioA,GO:0009102,b0774,biotin biosynthetic process
16506,bioA,GO:0009102,b0774,biotin biosynthetic process
16507,aphA,GO:0004647,b4055,phosphoserine phosphatase activity
16508,aphA,GO:0048037,b4055,cofactor binding
16509,aphA,GO:0048037,b4055,cofactor binding
16510,aphA,GO:0030288,b4055,outer membrane-bounded periplasmic space
16511,aphA,GO:0030288,b4055,outer membrane-bounded periplasmic space
16512,aphA,GO:0003993,b4055,acid phosphatase activity
